stdTaskCd,stdRiskFactorSeq,stdRiskMeasureSeq,riskFactor,stdSafetyMeasure
T01194,7788,15361,작업중 벼락 발생으로 인한 안전사고 위험,방호한 피난장소 설치
T01194,7788,15362,작업중 벼락 발생으로 인한 안전사고 위험,안전한 장소로 대피
T01194,7789,15363,화약류 관리보안 책임자 업무 소홀로 인한 화약류 도난 위험,"화약류 관리 보안책임자는 화약류가 현장 도착부터 발파 완료시까지 현장에서 지휘, 감독"
T01198,7820,15411,H-BEAM 등 자재 인양시 이동식크레인 붐이 꺾임으로 인하여 자재에 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01198,7820,15412,H-BEAM 등 자재 인양시 이동식크레인 붐이 꺾임으로 인하여 자재에 맞음 위험,일정한 신호방법 및 신호자 지정
T01198,7821,15413,H-BEAM을 1줄걸이로 인양하다가 갑작스런 흔들림에 근로자 맞음 위험,인양로프는 2줄걸이로 체결하여 수평 인양
T01198,7822,15414,이동식크레인 운전원의 운전미숙으로 주변 근로자가 인양 자재에 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01198,7822,15415,이동식크레인 운전원의 운전미숙으로 주변 근로자가 인양 자재에 맞음 위험,일정한 신호방법 및 신호자 지정
T01198,7823,15416,이동식크레인 인양 작업중 지반부등 침하에 의한 크레인 뒤집힘 으로 근로자 깔림 위험,지반의 부동침하 방지
T01198,7824,15417,이동식크레인 후크에서 해지장치 미설치로 인한 와이어로프 탈락 및 자재에 맞음 위험,이동식 크레인 해지장치 사용
T01198,7825,15418,자재 받침대 파손에 의해 적재된 자재 무너짐 위험,하중에 견딜 수 있는 받침대 사용
T01198,7826,15419,"자재인양, 하역 작업시 아웃트리거 미사용으로 장비 뒤집힘으로 근로자 깔림 위험",장비 사용 시 안전담당자 지정 및 배치
T01198,7826,15420,"자재인양, 하역 작업시 아웃트리거 미사용으로 장비 뒤집힘으로 근로자 깔림 위험",하중에 견딜 수 있는 아웃트리거 사용
T01198,7827,15421,"크레인에 과부하, 권과방지장치 미설치 및 고장으로 자재에 맞음 위험",양중기 과부하장치 조정
T01198,7827,15422,"크레인에 과부하, 권과방지장치 미설치 및 고장으로 자재에 맞음 위험",양중기 권과방지장치 조정
T01198,7827,15423,"크레인에 과부하, 권과방지장치 미설치 및 고장으로 자재에 맞음 위험",양중기 기타방호장치 조정
T01198,7827,15424,"크레인에 과부하, 권과방지장치 미설치 및 고장으로 자재에 맞음 위험",양중기 비상정지장치(제동장치) 조정
T01198,7828,15425,아웃트리거 하부 받침대 탈락 또는 부러지면서 충격으로 자재 요동에 의한 근로자 부딪힘 위험,하중에 견딜 수 있는 충분한 강도의 받침대 사용
T01198,7829,15426,이동식크레인 회전중 신호수 미배치로 인한 크레인 후면부에 근로자 부딪힘 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01198,7829,15427,이동식크레인 회전중 신호수 미배치로 인한 크레인 후면부에 근로자 부딪힘 위험,일정한 신호방법 및 신호자 지정
T01198,7830,15428,"작업시 신호수 미배치로 자재인양, 크레인 회전중 근로자 부딪힘 위험","근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01198,7830,15429,"작업시 신호수 미배치로 자재인양, 크레인 회전중 근로자 부딪힘 위험",일정한 신호방법 및 신호자 지정
T01198,7831,15430,근로자의 개인보호구 미착용에 의해 부딪히거나 떨어짐 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01199,7832,15431,H-BEAM 교차부에 볼트가 누락 시공되어 구조적 취약해 무너짐 위험,H-BEAM 교차부에 볼트 등을 누락없이 견고하게 체결
T01199,7833,15432,H-BEAM을 1줄걸이로 인양하다가 갑작스런 흔들림에 근로자 맞음 위험,"H-BEAM 인양시 2줄걸이로 견고하게 결속, 수평으로 인양"
T01199,7834,15433,이동식 크레인 후크 해지장치 미설치에 따라 자재 인양중 와이어로프 탈락으로 인해 근로자 자재에 맞음 위험,이동식 크레인 해지장치 사용
T01199,7835,15434,이동식크레인을 흙막이 상부에 근접거치하여 흙막이 무너짐 위험,"이동식크레인, 자재 등 중량물은 흙막이에 인접하여 적재금지"
T01199,7836,15435,흙막이 시공시 설계도서와 상이하게 시공하여 내력 강도에 의한 무너짐 위험,미리 조립도를 작성하여 그 조립도에 따라 조립
T01199,7836,15436,흙막이 시공시 설계도서와 상이하게 시공하여 내력 강도에 의한 무너짐 위험,흙막이판 · 말뚝 · 버팀대 및 띠장 등 부재의 배치 · 치수 · 재질 및 설치방법과 순서 조립도에 명시
T01199,7837,15437,"H-BEAM 상에서 안전대를 로프에 체결하지 않고 용접, 볼트, 작업중 떨어짐 위험",높이 2m이상 안전대 부착설비 설치
T01199,7837,15438,"H-BEAM 상에서 안전대를 로프에 체결하지 않고 용접, 볼트, 작업중 떨어짐 위험",안전대 및 부속설비 이상 유무 작업 전 점검
T01199,7838,15439,관리감독자 없이 근로자 단독으로 무리하게 작업중 떨어짐 위험,관리감독자 점검(별표3의 작업에 대해)
T01199,7838,15440,관리감독자 없이 근로자 단독으로 무리하게 작업중 떨어짐 위험,관리감독자의 점검 및 이상조치
T01199,7839,15441,흙막이 버팀대상에 안전대 걸이용 로프 미설치로 인한 떨어짐 위험,흙막이 보팀보 상에는 안전대 걸이용로프 설치
T01199,7840,15442,용접봉 홀더에 절연체 파손으로 용접작업자 감전 위험,"자동전격방지기 설치(도전체에 둘러싸인 장소, 도전체 접촉우려가 있는 2미터 이상의 고소작업장, 습윤상태 작업장)"
T01199,7840,15443,용접봉 홀더에 절연체 파손으로 용접작업자 감전 위험,한국산업표준에 적합 또는 이상의 절연내력 및 내열성을 갖춘 홀더 사용
T01199,7841,15444,흙막이 버팀보 상에 적재된 자재 공구 등에 맞음 위험,"흙막이 버팀보 상에 낙하 위험성이 있는 자재, 공구 등 적재금지"
T01199,7842,15445,개인보호구 미착용 상태에서 작업중 H-BEAM 등에 근로자 부딪힘 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01200,7843,15446,H-BEAM 인양중 와이어로프 절단에 의한 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01200,7843,15447,H-BEAM 인양중 와이어로프 절단에 의한 맞음 위험,일정한 신호방법 및 신호자 지정
T01200,7844,15448,H-BEAM 적재시 하부 받침대 불량으로 부재 무너짐 위험,작업지휘자는 안전한 위치에서 작업지휘
T01200,7845,15449,H-BEAM을 1줄걸이로 인양하다가 갑작스런 흔들림에 근로자 맞음 위험,"H-BEAM 인양시 2줄걸이로 견고하게 결속, 수평으로 인양"
T01200,7846,15450,와이어로프 후크에 해지장치 미설치로 자재 인양중 와이어로프 탈락으로 인하여 자재에 맞음 위험,"이동식크레인, 자재 등 량물은 복공판 상부에 적재시 구조 검토 실시"
T01200,7847,15451,이동식크레인 운전원의 운전미숙으로 주변 근로자가 인양 자재에 맞음 위험,꼬임이 끊어진 섬유로프 등의 사용 금지
T01200,7848,15452,"이동식크레인, 자재 등을 복공판 상부에 과적재하여 흙막이 무너짐 위험","이동식크레인, 자재 등 중량물은 복공판 상부에 적재시 구조 검토 실시"
T01200,7849,15453,인양중 이동식크레인 붐이 부러지면서 자재에 근로자 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01200,7849,15454,인양중 이동식크레인 붐이 부러지면서 자재에 근로자 맞음 위험,일정한 신호방법 및 신호자 지정
T01200,7850,15455,해체된 자재를 불안전하게 적재하여 무너짐 위험,불안정한 높이로 적재 금지
T01200,7850,15456,해체된 자재를 불안전하게 적재하여 무너짐 위험,튼튼한 기반위에 적재
T01200,7850,15457,해체된 자재를 불안전하게 적재하여 무너짐 위험,편하중이 생기지 않도록 할 것
T01200,7851,15458,해체된 파일 하부의 받침대가 부러지면서 적재파일 무너짐 위험,이동식크레인 후면부 등 충돌위험 부위에 접근금지 표지설치
T01200,7851,15459,해체된 파일 하부의 받침대가 부러지면서 적재파일 무너짐 위험,해체된 자재 적치 시 받침목은 충분한 강도를 가질 것
T01200,7852,15460,이동식크레인 회전중 접근금지 미표시로 인하여 후면부에 근로자 부딪힘 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01200,7852,15461,이동식크레인 회전중 접근금지 미표시로 인하여 후면부에 근로자 부딪힘 위험,일정한 신호방법 및 신호자 지정
T01200,7853,15462,H-BEAM 상에서 작업시 실족하여 떨어짐 위험,발끝막이판 설치
T01200,7853,15463,H-BEAM 상에서 작업시 실족하여 떨어짐 위험,안전난간 설치
T01200,7854,15464,H-BEAM 상에서 작업시 안전대를 안전대 걸이용 로프에 미체결 로 인한 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01200,7854,15465,H-BEAM 상에서 작업시 안전대를 안전대 걸이용 로프에 미체결 로 인한 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01200,7855,15466,복공판 단부에서 작업중 안전장치 미설치로 인한 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01200,7855,15467,복공판 단부에서 작업중 안전장치 미설치로 인한 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01200,7856,15468,작업지휘자는 불안전한 위치에서 작업지휘중 부딪힘 위험,신호수 등 작업 지휘자에 대한 교육 실시
T01200,7856,15469,작업지휘자는 불안전한 위치에서 작업지휘중 부딪힘 위험,"운전원 자격여부, 운전경력 파악"
T01201,7857,15470,길이가 긴 자재를 인양중 자재 일부가 탈락하면서 자재에 근로자 맞음 위험,길이가 긴 자재는 인양시 탈락되지 않도록 견고하게 결속
T01201,7857,15471,길이가 긴 자재를 인양중 자재 일부가 탈락하면서 자재에 근로자 맞음 위험,크레인 사용 전 점검 철저
T01201,7857,15472,길이가 긴 자재를 인양중 자재 일부가 탈락하면서 자재에 근로자 맞음 위험,크레인 제원 초과 사용 금지
T01201,7858,15473,소형 부속자재를 로프로 묶어 인양중 소형자재가 로프에서 빠지면서 근로자 맞음 위험,소형 부속자재 인양시에는 인양박스 달포대 등을 사용하여 인양중 자재가 낙하하지 않도록 조치
T01201,7859,15474,와이어로프 파단에 의해 자재에 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01201,7859,15475,와이어로프 파단에 의해 자재에 맞음 위험,일정한 신호방법 및 신호자 지정
T01201,7860,15476,이동식크레인 운전원의 운전미숙으로 주변 근로자가 인양 자재에 맞음 위험,꼬임이 끊어진 섬유로프 등의 사용 금지
T01201,7861,15477,자재 인양중 이동식크레인 붐대가 꺾이면서 자재에 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01201,7861,15478,자재 인양중 이동식크레인 붐대가 꺾이면서 자재에 맞음 위험,일정한 신호방법 및 신호자 지정
T01201,7862,15479,자재를 1줄걸이로 결속하여 인양중 갑작스런 흔들림에 근로자 맞음 위험,"운전원 자격여부, 운전경력 파악"
T01201,7862,15480,자재를 1줄걸이로 결속하여 인양중 갑작스런 흔들림에 근로자 맞음 위험,인양 시 2줄걸이 시행
T01201,7863,15481,자재인양중 와이어 로프가 후크에서 빠지면서 자재에 맞음 위험,이동식 크레인 해지장치 사용
T01201,7864,15482,이동식크레인 회전중 접근금지 표지 미설치로 인해 후면부에 근로자 부딪힘 위험,"이동식크레인 후면부에 접근금지 표지설치, 유도자 배치하여 안전한 작업유도"
T01201,7865,15483,작업반경내 근로자 출입금지 조치 미흡으로 장비와 부딪힘 위험,안전지주 또는 안전블록 사용
T01201,7865,15484,작업반경내 근로자 출입금지 조치 미흡으로 장비와 부딪힘 위험,출입금지구역관리(안전지주 또는 안전블록 사용 시 예외)
T01202,7866,15485,굴삭기로 토사 운반중 버켓이 연결부에서 탈락하여 근로자 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01202,7866,15486,굴삭기로 토사 운반중 버켓이 연결부에서 탈락하여 근로자 맞음 위험,일정한 신호방법 및 신호자 지정
T01202,7867,15487,굴착면 되메움 토사 등이 작업중 무너짐 위험,접근금지 조치
T01202,7867,15488,굴착면 되메움 토사 등이 작업중 무너짐 위험,토질에 적합한 사면유지
T01202,7868,15489,사면 선단부 또는 무너짐 위험이 있는 지반에 덤프트럭 접근으로 인한 사면 무너짐 위험,갓길 붕괴 방지
