taskName,stdTaskCd,riskCate1Cd,riskCate1Name,riskCate2Cd,riskCate2Name,riskFactor,riskRelatedLaw,stdRiskFactorSeq
흙막이 지보공 해체,T01200,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","이동식크레인, 자재 등을 복공판 상부에 과적재하여 흙막이 무너짐 위험",,7848
흙막이 지보공 해체,T01200,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양중 이동식크레인 붐이 부러지면서 자재에 근로자 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치],7849
흙막이 지보공 해체,T01200,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",해체된 자재를 불안전하게 적재하여 무너짐 위험,안전보건규칙 제393조 [화물의 적재],7850
흙막이 지보공 해체,T01200,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",해체된 파일 하부의 받침대가 부러지면서 적재파일 무너짐 위험,,7851
흙막이 지보공 해체,T01200,1,기계적 요인,4,충돌위험 부분,이동식크레인 회전중 접근금지 미표시로 인하여 후면부에 근로자 부딪힘 위험,안전보건규칙 제89조 [운전 시작 전 조치],7852
흙막이 지보공 해체,T01200,1,기계적 요인,6,추락위험 부분(개구부 등),H-BEAM 상에서 작업시 실족하여 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],7853
흙막이 지보공 해체,T01200,1,기계적 요인,6,추락위험 부분(개구부 등),H-BEAM 상에서 작업시 안전대를 안전대 걸이용 로프에 미체결 로 인한 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],7854
흙막이 지보공 해체,T01200,1,기계적 요인,6,추락위험 부분(개구부 등),복공판 단부에서 작업중 안전장치 미설치로 인한 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],7855
흙막이 지보공 해체,T01200,6,작업환경 요인,4,주변 근로자,작업지휘자는 불안전한 위치에서 작업지휘중 부딪힘 위험,,7856
자재반출,T01201,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",길이가 긴 자재를 인양중 자재 일부가 탈락하면서 자재에 근로자 맞음 위험,,7857
자재반출,T01201,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",소형 부속자재를 로프로 묶어 인양중 소형자재가 로프에서 빠지면서 근로자 맞음 위험,,7858
자재반출,T01201,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",와이어로프 파단에 의해 자재에 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치],7859
자재반출,T01201,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",이동식크레인 운전원의 운전미숙으로 주변 근로자가 인양 자재에 맞음 위험,안전보건규칙 제169조 [꼬임이 끊어진 섬유로프 등의 사용금지],7860
자재반출,T01201,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",자재 인양중 이동식크레인 붐대가 꺾이면서 자재에 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치],7861
자재반출,T01201,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",자재를 1줄걸이로 결속하여 인양중 갑작스런 흔들림에 근로자 맞음 위험,,7862
자재반출,T01201,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",자재인양중 와이어 로프가 후크에서 빠지면서 자재에 맞음 위험,안전보건규칙 제149조 [해지장치의 사용],7863
자재반출,T01201,1,기계적 요인,4,충돌위험 부분,이동식크레인 회전중 접근금지 표지 미설치로 인해 후면부에 근로자 부딪힘 위험,,7864
자재반출,T01201,6,작업환경 요인,3,공간 및 이동통로,작업반경내 근로자 출입금지 조치 미흡으로 장비와 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],7865
토사반입 및 되메움 실시,T01202,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기로 토사 운반중 버켓이 연결부에서 탈락하여 근로자 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치],7866
토사반입 및 되메움 실시,T01202,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴착면 되메움 토사 등이 작업중 무너짐 위험,,7867
토사반입 및 되메움 실시,T01202,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",사면 선단부 또는 무너짐 위험이 있는 지반에 덤프트럭 접근으로 인한 사면 무너짐 위험,안전보건규칙 제171조 [전도 등의 방지],7868
토사반입 및 되메움 실시,T01202,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",토사 반입용 버켓 하강시 출입금지 미표시로 인한 하부 근로자 맞음 위험,안전보건규칙 제172조 [접촉의 방지],7869
토사반입 및 되메움 실시,T01202,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",토사 반입용 버켓에 토사 과적으로 인한 토사에 근로자 깔림 위험,안전보건규칙 제203조 [안전도 등의 준수],7870
토사반입 및 되메움 실시,T01202,1,기계적 요인,4,충돌위험 부분,되메움 토사 운반용 굴삭기 사용시 운전미숙으로 인하여 회전 또는 후진중 근로자와 부딪힘 위험,,7871
토사반입 및 되메움 실시,T01202,1,기계적 요인,4,충돌위험 부분,야간에 반사조끼 신호봉 없이 신호중 유도자가 굴삭기에 부딪힘 위험,,7872
토사반입 및 되메움 실시,T01202,1,기계적 요인,4,충돌위험 부분,토사 운반트럭 후진중 유도자 미배치로 인한 부딪힘 위험,안전보건규칙 제171조 [전도 등의 방지],7873
토사반입 및 되메움 실시,T01202,1,기계적 요인,4,충돌위험 부분,토사 운반트럭 후진중 유도자 미배치로 인한 부딪힘 위험,안전보건규칙 제40조 [신호],7874
토사반입 및 되메움 실시,T01202,1,기계적 요인,6,추락위험 부분(개구부 등),안전장치 미설치로 인한 굴착법면 단부 등으로 작업중 떨어짐 위험,,7875
토사반입 및 되메움 실시,T01202,1,기계적 요인,6,추락위험 부분(개구부 등),유도자 지시없이 운반트럭 후진중 법면으로 떨어짐 위험,안전보건규칙 제344조 [운반기계등의 유도],7876
토사반입 및 되메움 실시,T01202,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용으로 인한 작업중 장비등에 맞음 위험,안전보건규칙 제32조 [보호구의 지급 등],7877
토사 다짐,T01203,1,기계적 요인,1,"협착위험 부분(감김,끼임)",건설기계의 수리 또는 부품 교체시 기계사이에 끼임 위험,안전보건규칙 제206조 [수리 등의 작업시 조치],7878
토사 다짐,T01203,1,기계적 요인,1,"협착위험 부분(감김,끼임)",로울러 운전원의 갑작스런 로울러 운행으로 끼임 위험,안전보건규칙 제200조 [접촉 방지],7879
토사 다짐,T01203,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","굴착 법면, 되메움 토사 법면 하부에서 작업중 토사 무너짐 위험",안전보건규칙 제338조 [지반 등의 굴착 시 위험 방지],7880
토사 다짐,T01203,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",다짐 작업시 지반 침하에 의한 장비 뒤집힘으로 근로자 깔림 위험,안전보건규칙 제340조 [지반의 붕괴 등에 의한 위험방지],7881
토사 다짐,T01203,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",휴식 등 운전위치 이탈시 안전조치 소홀로 장비에 깔림 위험,안전보건규칙 제3조 [전도의 방지],7882
토사 다짐,T01203,1,기계적 요인,4,충돌위험 부분,다짐장비 후진시 경고음 미사용으로 후면부 근로자와 부딪힘 위험,,7883
토사 다짐,T01203,1,기계적 요인,4,충돌위험 부분,유도자 없이 다짐 작업중 주변 차량계 건설기계에 부딪힘 위험,안전보건규칙 제39조 [작업지휘자의 지정],7884
토사 다짐,T01203,1,기계적 요인,4,충돌위험 부분,철로 주변에서 다짐 작업중 다가오는 기차를 피하지 못하고 부딪힘 위험,안전보건규칙 제39조 [작업지휘자의 지정],7885
토사 다짐,T01203,1,기계적 요인,4,충돌위험 부분,철로 주변에서 다짐 작업중 다가오는 기차를 피하지 못하고 부딪힘 위험,안전보건규칙 제40조 [신호],7886
토사 다짐,T01203,1,기계적 요인,6,추락위험 부분(개구부 등),굴착 법면 또는 되메움 토사 법면 단부 방호조치 미흡으로 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],7887
토사 다짐,T01203,1,기계적 요인,6,추락위험 부분(개구부 등),"굴착 법면, 되메움 토사 법면 하부에서 작업중 토사 무너짐 위험",,7888
토사 다짐,T01203,6,작업환경 요인,3,공간 및 이동통로,통로 미설치 상태에서 무리하게 작업장소로 이동중 안전사고 위험,안전보건규칙 제22조 [통로의 설치],7889
토사 다짐,T01203,6,작업환경 요인,6,조직 안전문화,개인보호구 착용 미흡으로 안전사고 위험,안전보건규칙 제32조 [보호구의 지급 등],7890
"자재반입, 가공·운반",T01204,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",목재가공용 둥근톱 사용중 톱날에 접촉으로 인한 베임 위험,안전보건규칙 제101조 [원형톱기계의 톱날접촉예방장치],7891
"자재반입, 가공·운반",T01204,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",거푸집 자재를 불안전하게 적재하여 외부 충격 또는 편심하중에 의한 무너짐 위험,안전보건규칙 제339조 [토석붕괴 위험 방지],7892
"자재반입, 가공·운반",T01204,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양중 양중기 와이어로프 파단에 의한 자재에 맞음 위험,안전보건규칙 제169조 [꼬임이 끊어진 섬유로프 등의 사용금지],7893
"자재반입, 가공·운반",T01204,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양중 인양용 보조로프 절단에 의해 인양 물체 낙하로 인한 근로자 맞음 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] ,7894
"자재반입, 가공·운반",T01204,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",자재 인양중 카고크레인 등 양중기 붐대가 꺽이면서 자재에 깔림 위험,안전보건규칙 제89조 [운전 시작 전 조치],7895
"자재반입, 가공·운반",T01204,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",자재를 1줄걸이로 결속하여 인양중 갑작스런 흔들림에 근로자 맞음 위험,,7896
"자재반입, 가공·운반",T01204,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",후크 해지장치 미설치로 자재 인양중 후크에서 로프 탈락으로 인한 자재에 맞음 위험,안전보건규칙 제149조 [해지장치의 사용],7897
"자재반입, 가공·운반",T01204,1,기계적 요인,4,충돌위험 부분,양중기 기계장치 이상으로 조작중 갑작스런 회전으로 부딪힘 위험,안전보건규칙 제89조 [운전 시작 전 조치],7898
"자재반입, 가공·운반",T01204,1,기계적 요인,6,추락위험 부분(개구부 등),관리감독자 미배치 상태에서 근로자가 무리하게 차량에 올라가다가 떨어짐 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] ,7899
"자재반입, 가공·운반",T01204,2,전기적 요인,1,감전(안전전압초과),목재가공용 둥근톱 사용중 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],7900
"자재반입, 가공·운반",T01204,5,작업특성 요인,4,근로자 실수(휴먼에러),카고크레인 등 양중기 조작중 조작미숙에 의한 오작동으로 자재에 부딪힘 위험,,7901
거푸집 동바리 조립,T01205,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",동바리 높이 조절용 핀을 철근 도막으로 사용함으로 인한 철근에 찔림 위험,,7902
거푸집 동바리 조립,T01205,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","가조립된 보판, 슬라브판 낙하로 인한 하부 작업 근로자 맞음 위험",,7903
거푸집 동바리 조립,T01205,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",거푸집 동바리 구조가 2단 설치로 인한 콘크리트 타설중 무너짐 위험,,7904
거푸집 동바리 조립,T01205,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",거푸집 자재 인양시 양중기의 후크 해지장치 미설치로 인한 자재 에 맞음 위험,안전보건규칙 제149조 [해지장치의 사용],7905
거푸집 동바리 조립,T01205,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",동바리 간격이 구조 허용간격 이상으로 설치되어 내력 저하로 무너짐 위험,안전보건규칙 제331조 [조립도],7906
거푸집 동바리 조립,T01205,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","동바리 미검정품 사용으로 내력 감소, 조립 불량으로 인한 무너짐 위험",,7907
거푸집 동바리 조립,T01205,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",동바리 상하부 미고정으로 인한 동바리 무너짐 위험,,7908
거푸집 동바리 조립,T01205,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",동바리와 수평 연결재 연결부를 철선으로 고정하여 동바리 수평 내력저하로 인한 무너짐 위험,,7909
거푸집 동바리 조립,T01205,1,기계적 요인,4,충돌위험 부분,개인보호구 미착용으로 인한 머리에 동바리 부딪힘 위험,안전보건규칙 제32조 [보호구의 지급 등],7910
